,Training Acc,Training Loss,Validation Acc,Validation Loss,0
0,0.6299341917037964,0.1633109599351883,1.159997833687723,282.6323291087311,
1,0.8283146023750305,0.6165547966957092,0.5486081116119128,2.2085932852379493,
2,0.8970786333084106,0.4689038097858429,0.310111214337724,3.22393474205495,
3,0.9297378063201904,0.9105145335197449,0.2246683470497417,0.24091132388442912,
4,0.9498127102851868,0.7521252632141113,0.16153407566556324,0.9687320377844358,
5,0.9677902460098267,0.9498881697654724,0.10012171101145977,0.1340726281120585,
6,0.9755805134773254,0.7619686722755432,0.08078522370925892,0.7608352201862127,
7,0.9881647825241089,0.9664429426193237,0.03565635534973069,0.10293343760898042,
8,0.9462172389030457,0.47919464111328125,0.19737644659902914,423626.3169463087,
9,0.9537078738212585,0.8854585886001587,0.16783984510862873,1.1628820632747947,
10,0.9833707809448242,0.9852349162101746,0.05535177268059959,0.06215096803744079,
11,0.9814231991767883,0.9879194498062134,0.06877591500233175,0.05120765836023928,
12,0.9887640476226807,0.94451904296875,0.03933564238728125,2.99614711891008,
13,0.9875655174255371,0.6237136721611023,0.044952901211473044,13.995864406978333,
14,0.985617995262146,0.9583892822265625,0.05109066864008203,0.3790596545139425,
