,Training Acc,Validation Acc,Training Loss,Validation Loss,0
0,0.5308873057365417,0.5724417567253113,1.7596444146780283,3.978221515752701,
1,0.8199877142906189,0.5201252698898315,0.5757937414865022,10.901780826585778,
2,0.8839115500450134,0.6732983589172363,0.3619306076294006,1.343048452113056,
3,0.9185753464698792,0.784286618232727,0.25659771656785085,0.8122930592955644,
4,0.9355542063713074,0.7384176254272461,0.19548776351786992,1.6269351898167108,
5,0.9455941319465637,0.7708390951156616,0.1587820237174191,1.1987900143951555,
6,0.9556646943092346,0.8838537335395813,0.13311869926135306,0.8701665074938719,
7,0.9628799557685852,0.9475914239883423,0.11319701286055099,0.21773529133484973,
8,0.9678845405578613,0.7904577851295471,0.0946512321565537,7.243783846284247,
9,0.9702793955802917,0.613244891166687,0.08987299546068675,2.424266586172727,
10,0.9744549989700317,0.8804457783699036,0.07438514451228945,2.3226323000248765,
11,0.9767884612083435,0.8213134407997131,0.0701074181119421,1.7484398106644083,
12,0.9787227511405945,0.6377452611923218,0.06299753973908473,7.703486492546331,
13,0.982345700263977,0.743943989276886,0.05102136676084784,3.010349352013583,
14,0.9838501811027527,0.7853919267654419,0.048010326477610055,1.3794281951538057,
15,0.9839422702789307,0.9039329290390015,0.04783270854975369,0.47103088568448986,
16,0.9852011203765869,0.8424979448318481,0.04389581934537191,0.6895651140779621,
17,0.9870433211326599,0.8781431317329407,0.038351849675545106,0.5411809226813326,
18,0.9881793260574341,0.8988670706748962,0.036377845016918764,1.0800465371550145,
19,0.9885784387588501,0.8748273253440857,0.03444147654288102,0.8061941893629639,
20,0.9878108501434326,0.9685916900634766,0.03669742604607237,0.1698249580711565,
21,0.989591658115387,0.9010776281356812,0.030192367849726544,0.6431089260234101,
22,0.9906355738639832,0.8587086796760559,0.026578210256805762,0.685096035661698,
23,0.989591658115387,0.9530256986618042,0.028977975568801734,0.1830103010670473,
24,0.9911575317382812,0.9397623538970947,0.027729722507125746,0.2390276928631644,
25,0.9922321438789368,0.8641429543495178,0.02327764528791875,0.8644255800378976,
26,0.9923856258392334,0.6479690670967102,0.023389761654788486,3.9431512406487785,
27,0.9919865131378174,0.9549599289894104,0.023541578790203316,0.19805779225667328,
28,0.9914952516555786,0.8774062991142273,0.02589634419887821,0.6605636815159147,
29,0.9929996728897095,0.9148015379905701,0.02353956148549133,0.43260765741200585,
30,0.9933988451957703,0.6940222978591919,0.019806141881197226,3.846182680407952,
31,0.9943506121635437,0.9456571936607361,0.016756660420697556,0.3068639331692635,
32,0.9915566444396973,0.5453624129295349,0.0279624028979637,5.624919443620049,
33,0.9952102899551392,0.9686837792396545,0.014972151707491225,0.18725575663334013,
34,0.9941357374191284,0.9731970429420471,0.01866264920177402,0.10886965030502714,
35,0.9948725700378418,0.9465782642364502,0.01838408631242239,0.2636326378036191,
36,0.9929075837135315,0.8016026616096497,0.02223184606100789,2.0241906662894538,
37,0.9945962429046631,0.9044855833053589,0.017104871540916465,0.5373207069221877,
38,0.9962849020957947,0.9614995121955872,0.011809483175359903,0.1878877961254456,
39,0.9939514994621277,0.9262227416038513,0.02136051938808966,0.3449854126203539,
40,0.9954866170883179,0.9139725565910339,0.014342004769702531,0.5126873286137691,
41,0.9933988451957703,0.6288108825683594,0.022508222810260044,4.89577017558177,
42,0.9961007237434387,0.9459335207939148,0.012161811783150083,0.37821952275138987,
43,0.996223509311676,0.8913143873214722,0.01195844203331731,1.4793542419778725,
44,0.9931532144546509,0.9531177878379822,0.023889688668378945,2.0452481122030144,
45,0.9951182007789612,0.9569862484931946,0.017421266144673347,1.0108889308521531,
46,0.9970524907112122,0.8780510425567627,0.008941838514229805,1.0171113426969745,
47,0.9952102899551392,0.9301832914352417,0.017217935255354568,0.9046234986640174,
48,0.9964691400527954,0.9704338312149048,0.011643559457635554,0.36732594469121643,
49,0.9956708550453186,0.8670903444290161,0.014410891341584669,0.9009199806443959,
